,Title,Location,Company,Salary,Describtion,Requirements,Rating
6262,IT Security Application Development Intern,"Windsor, CT 06095",Voya Financial,NaN,"Corporate Systems, Quality & Vendor Management.Pursuing an undergraduate or graduate degree in Computer Science, Information Technology, Cybersecurity or…",NaN,3.4
6263,Intern Technical Software Engineer,"Colorado Springs, CO","Davidson Technologies, Inc.",NaN,Position requires an intern in a software engineering discipline to support the modeling and simulation of missile defense systems.,NaN,4.5
6264,2020 Software Engineer Intern,NaN,Bloomberg,NaN,"Engineering interns take ownership of their projects under the mentorship of full-time software engineers.In addition to your projects, you'll participate in…",NaN,3.9
6265,2020 Summer Intern: Jr. Software Developer,NaN,SPECTRUM,NaN,"Engineering – Computer Science, Software Development, Coding, Programming.It’s a full-time, 10-week commitment from May 27, 2020 through July 31, 2020.",NaN,3.4
6266,Software Development Intern,NaN,Property Matrix,"$35,000 a year","We offer highly competitive salaries, commission, bonus programs, fully paid benefits, 401k, paid vacation and unparalleled growth and development opportunities…",NaN,NaN
6267,Software Engineer - Internship,NaN,United Health - College,NaN,You’ll need to work in a disciplined approach to software and processes that helps us protect the health care data of millions of patients.,NaN,3.7
6268,"Fullstack Software Developer Intern (JavaScript, Swift)",NaN,GoGoody Inc,$15 - $25 an hour,B.S. or M.S. in computer science or related fields;Very strong in JavaScript or Swift (at least 4 years' in-school or industry programming experience required)…,JavaScript: 2 years,NaN
6269,Automation Test Engineer (3 month intern),"Reston, VA 20191 (South Lakes Dr - Soapstone Dr area)",Transaction Network Services,NaN,TNS is looking for Engineering Interns.This confidential project is a large undertaking with executive visibility that will serve tens of millions of mobile…,NaN,3.3
6270,Software QA Intern,"Findlay, OH 45840",Tour de Force CRM,NaN,"As a member of the Development team one area you will be responsible for is testing the product using different methods such as: Functional Testing, Performance…",NaN,NaN
6271,User Interface Developer/Intern,"Mountain View, CA",TrintMe,NaN,The developer should be able to provide examples of prior work in the area.A Web site geared towards a product.A facebook app which complements the web site.,NaN,NaN
6272,iOS Developer Intern,"New York, NY",Digital Mobile Agency,NaN,Knowledge of iOS and related development tools -- Xcode and Interface Builder.Strong Knowledge of Objective-C and Swift Code.Objective-C: 1 year (Preferred).,NaN,NaN
6273,ITS Web Development Intern (4920),"Oakland, CA 94607 (Acorn-Acorn Industrial area)",University of California Office of the President,$20 an hour,Appointment Type: Staff - Casual Restricted.The Application Engineering unit provides UCOP departments with everything needed to build and manage static…,NaN,4.1
6274,Internship - Design Engineer,"Minneapolis, MN 55441",Weitz,NaN,"Engineering Interns will assist Designers, Engineering Project Managers and project teams, for an overall understanding of the value the engineering team adds…",NaN,3.9
6275,Internship in Quantum Control Software Engineering,"Malibu, CA 90265","HRL Laboratories, LLC",NaN,"Our custom software stack is the command and control center for each experiment and includes components for hardware control, data analysis, data visualization,…",NaN,3.4
6276,2020 Summer Intern: Jr. Software Developer,"Greenwood Village, CO",Spectrum,NaN,"Engineering – Computer Science, Software Development, Coding, Programming.It’s a full-time, 10-week commitment from May 27, 2020 through July 31, 2020.",NaN,3.4
6277,IT Security Application Development Intern,"Windsor, CT 06095",Voya Financial,NaN,"Corporate Systems, Quality & Vendor Management.Pursuing an undergraduate or graduate degree in Computer Science, Information Technology, Cybersecurity or…",NaN,3.4
6278,Intern Technical Software Engineer,"Colorado Springs, CO","Davidson Technologies, Inc.",NaN,Position requires an intern in a software engineering discipline to support the modeling and simulation of missile defense systems.,NaN,4.5
6279,2020 Software Engineer Intern,NaN,Bloomberg,NaN,"Engineering interns take ownership of their projects under the mentorship of full-time software engineers.In addition to your projects, you'll participate in…",NaN,3.9
6280,2020 Summer Intern: Jr. Software Developer,NaN,SPECTRUM,NaN,"Jr. Software Developer will write software in Java, Python or preferred assembly language.The Jr. software developer will be introduced into the SDLC (…",NaN,3.4
6281,Software Development Intern,NaN,Property Matrix,"$35,000 a year","Therefore, we seek to employ determined high-performing software development interns with a passion for coding that results in transformational business…",NaN,NaN
6282,Software Engineer - Internship,NaN,United Health - College,NaN,You’ll need to work in a disciplined approach to software and processes that helps us protect the health care data of millions of patients.,NaN,3.7
6283,"Fullstack Software Developer Intern (JavaScript, Swift)",NaN,GoGoody Inc,$15 - $25 an hour,B.S. or M.S. in computer science or related fields;Very strong in JavaScript or Swift (at least 4 years' in-school or industry programming experience required)…,JavaScript: 2 years,NaN
6284,ATG Sr. Quantitative Analyst (AT2) Intern,NaN,UNITED PARCEL SERVICE,NaN,"The Quantitative Analyst position targets graduates with versatile skillsets in emerging technology areas.Project work will be matched to skillsets, strengths,…",NaN,3.8
6285,Undergraduate Internship/Co-op Program - Multi-Discipline Se...,"Washington, DC",Central Intelligence Agency,"$44,279 a year","As an Undergraduate Intern, you are expected to develop, display, and hone analytic and communication skills during your exposure to various security…",NaN,4.3
6286,QA Automation Software Developer Part Time Intern - Undergra...,"Sunnyvale, CA 94085",Proofpoint,NaN,You have the ability and interest in working part time ( 3 0 hours/week at maximum ) onsite in our Sunnyvale office .,NaN,3.9
6287,Robotic Software Engineering Intern,United States,Augean Robotics,NaN,"Develop and maintain a constellation of software packages.Paid pre-grad or graduate internship (8-10 weeks).Tackle various projects, including integrating and…",NaN,NaN
6288,Autopilot - Perception Intern (Fall 2020),"Palo Alto, CA",Tesla,NaN,"Demonstration of good understanding of software fundamentals including software design, algorithm development, data structures, code modularity, and…",NaN,3.5
6289,2020 TechX Software Engineering & Development Internship,"Bellevue, WA",T-Mobile,NaN,"Act as a liaison for intake process to software, develop and project teams.We'll have software/development opportunities like internal and external systems…",NaN,4.0
6290,Systems Associate,"New York, NY 10006 (Financial District area)",Doctors Without Borders | Médecins Sans Frontières,NaN,"Supervising seasonal interns for the Systems Department.In supervising the Help Desk Assistants and the Systems Department interns, the Systems Associate…",NaN,NaN
6291,Cognosante College Internship Program,"Falls Church, VA","Cognosante, LLC",NaN,"Additionally, you will work together with interns across our different business units on a process improvement methodology like Lean Six Sigma.",NaN,3.8
6292,Senior Software Engineer,"New York, NY","PHIflow, LLC",NaN,"You’ll directly manage and mentor the team of engineers and interns, and grow the team as needed.Reporting to the CTO, you will lead a group of engineers …",NaN,NaN
6293,Entry Level Vertical Transportation Engineer,"New York, NY 10259 (Midtown area)",AECOM,NaN,"+ Conducting engineering design under the supervision of an experienced engineer.+ Capable of using spreadsheet, word processing and standard office software.",NaN,3.7
6294,Firmware Engineer - Intern,"Golden Valley, MN 55427",Resideo,NaN,Experience working in embedded software architectures.You will create project and technical reports as required and help define product architecture as needed.,NaN,3.4
6295,2020 Software Engineer Intern,NaN,Bloomberg,NaN,"Engineering interns take ownership of their projects under the mentorship of full-time software engineers.In addition to your projects, you'll participate in…",NaN,3.9
6296,2020 Summer Intern: Jr. Software Developer,NaN,SPECTRUM,NaN,"Engineering – Computer Science, Software Development, Coding, Programming.It’s a full-time, 10-week commitment from May 27, 2020 through July 31, 2020.",NaN,3.4
6297,Software Development Intern,NaN,Property Matrix,"$35,000 a year","We offer highly competitive salaries, commission, bonus programs, fully paid benefits, 401k, paid vacation and unparalleled growth and development opportunities…",NaN,NaN
6298,Software Engineer - Internship,NaN,United Health - College,NaN,You’ll need to work in a disciplined approach to software and processes that helps us protect the health care data of millions of patients.,NaN,3.7
6299,"Fullstack Software Developer Intern (JavaScript, Swift)",NaN,GoGoody Inc,$15 - $25 an hour,B.S. or M.S. in computer science or related fields;Very strong in JavaScript or Swift (at least 4 years' in-school or industry programming experience required)…,JavaScript: 2 years,NaN
6300,Automation Test Engineer (3 month intern),"Reston, VA 20191 (South Lakes Dr - Soapstone Dr area)",Transaction Network Services,NaN,TNS is looking for Engineering Interns.This confidential project is a large undertaking with executive visibility that will serve tens of millions of mobile…,NaN,3.3
6301,Software QA Intern,"Findlay, OH 45840",Tour de Force CRM,NaN,"As a member of the Development team one area you will be responsible for is testing the product using different methods such as: Functional Testing, Performance…",NaN,NaN
6302,User Interface Developer/Intern,"Mountain View, CA",TrintMe,NaN,The developer should be able to provide examples of prior work in the area.A Web site geared towards a product.A facebook app which complements the web site.,NaN,NaN
